Date,Start of the Month,Year,Quarter,Year-Quarter,Month,Month Name,Week of Year,Week of Month,Day Name,Day Type,Short Year,Mon-Year,Day,Day of week,Month day,Day of Year
2022-04-18 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,17,4,Mon,Weekday,22,Apr-22,18,1,Apr 18,108
2022-04-19 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,17,4,Tue,Weekday,22,Apr-22,19,2,Apr 19,109
2022-04-20 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,17,4,Wed,Weekday,22,Apr-22,20,3,Apr 20,110
2022-04-21 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,17,4,Thu,Weekday,22,Apr-22,21,4,Apr 21,111
2022-04-22 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,17,4,Fri,Weekday,22,Apr-22,22,5,Apr 22,112
2022-04-23 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,17,4,Sat,Weekend,22,Apr-22,23,6,Apr 23,113
2022-04-24 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,17,4,Sun,Weekend,22,Apr-22,24,7,Apr 24,114
2022-04-25 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,18,5,Mon,Weekday,22,Apr-22,25,1,Apr 25,115
2022-04-26 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,18,5,Tue,Weekday,22,Apr-22,26,2,Apr 26,116
2022-04-27 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,18,5,Wed,Weekday,22,Apr-22,27,3,Apr 27,117
2022-04-28 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,18,5,Thu,Weekday,22,Apr-22,28,4,Apr 28,118
2022-04-29 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,18,5,Fri,Weekday,22,Apr-22,29,5,Apr 29,119
2022-04-30 00:00:00.000,2022-04-01 00:00:00.000,2022,Q2,2022-Q2,4,Apr,18,5,Sat,Weekend,22,Apr-22,30,6,Apr 30,120
2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,18,1,Sun,Weekend,22,May-22,1,7,May 1,121
2022-05-02 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,19,2,Mon,Weekday,22,May-22,2,1,May 2,122
2022-05-03 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,19,2,Tue,Weekday,22,May-22,3,2,May 3,123
2022-05-04 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,19,2,Wed,Weekday,22,May-22,4,3,May 4,124
2022-05-05 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,19,2,Thu,Weekday,22,May-22,5,4,May 5,125
2022-05-06 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,19,2,Fri,Weekday,22,May-22,6,5,May 6,126
2022-05-07 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,19,2,Sat,Weekend,22,May-22,7,6,May 7,127
2022-05-08 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,19,2,Sun,Weekend,22,May-22,8,7,May 8,128
2022-05-09 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,20,3,Mon,Weekday,22,May-22,9,1,May 9,129
2022-05-10 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,20,3,Tue,Weekday,22,May-22,10,2,May 10,130
2022-05-11 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,20,3,Wed,Weekday,22,May-22,11,3,May 11,131
2022-05-12 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,20,3,Thu,Weekday,22,May-22,12,4,May 12,132
2022-05-13 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,20,3,Fri,Weekday,22,May-22,13,5,May 13,133
2022-05-14 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,20,3,Sat,Weekend,22,May-22,14,6,May 14,134
2022-05-15 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,20,3,Sun,Weekend,22,May-22,15,7,May 15,135
2022-05-16 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,21,4,Mon,Weekday,22,May-22,16,1,May 16,136
2022-05-17 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,21,4,Tue,Weekday,22,May-22,17,2,May 17,137
2022-05-18 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,21,4,Wed,Weekday,22,May-22,18,3,May 18,138
2022-05-19 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,21,4,Thu,Weekday,22,May-22,19,4,May 19,139
2022-05-20 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,21,4,Fri,Weekday,22,May-22,20,5,May 20,140
2022-05-21 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,21,4,Sat,Weekend,22,May-22,21,6,May 21,141
2022-05-22 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,21,4,Sun,Weekend,22,May-22,22,7,May 22,142
2022-05-23 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,22,5,Mon,Weekday,22,May-22,23,1,May 23,143
2022-05-24 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,22,5,Tue,Weekday,22,May-22,24,2,May 24,144
2022-05-25 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,22,5,Wed,Weekday,22,May-22,25,3,May 25,145
2022-05-26 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,22,5,Thu,Weekday,22,May-22,26,4,May 26,146
2022-05-27 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,22,5,Fri,Weekday,22,May-22,27,5,May 27,147
2022-05-28 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,22,5,Sat,Weekend,22,May-22,28,6,May 28,148
2022-05-29 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,22,5,Sun,Weekend,22,May-22,29,7,May 29,149
2022-05-30 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,23,6,Mon,Weekday,22,May-22,30,1,May 30,150
2022-05-31 00:00:00.000,2022-05-01 00:00:00.000,2022,Q2,2022-Q2,5,May,23,6,Tue,Weekday,22,May-22,31,2,May 31,151
2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,23,1,Wed,Weekday,22,Jun-22,1,3,Jun 1,152
2022-06-02 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,23,1,Thu,Weekday,22,Jun-22,2,4,Jun 2,153
2022-06-03 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,23,1,Fri,Weekday,22,Jun-22,3,5,Jun 3,154
2022-06-04 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,23,1,Sat,Weekend,22,Jun-22,4,6,Jun 4,155
2022-06-05 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,23,1,Sun,Weekend,22,Jun-22,5,7,Jun 5,156
2022-06-06 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,24,2,Mon,Weekday,22,Jun-22,6,1,Jun 6,157
2022-06-07 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,24,2,Tue,Weekday,22,Jun-22,7,2,Jun 7,158
2022-06-08 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,24,2,Wed,Weekday,22,Jun-22,8,3,Jun 8,159
2022-06-09 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,24,2,Thu,Weekday,22,Jun-22,9,4,Jun 9,160
2022-06-10 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,24,2,Fri,Weekday,22,Jun-22,10,5,Jun 10,161
2022-06-11 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,24,2,Sat,Weekend,22,Jun-22,11,6,Jun 11,162
2022-06-12 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,24,2,Sun,Weekend,22,Jun-22,12,7,Jun 12,163
2022-06-13 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,25,3,Mon,Weekday,22,Jun-22,13,1,Jun 13,164
2022-06-14 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,25,3,Tue,Weekday,22,Jun-22,14,2,Jun 14,165
2022-06-15 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,25,3,Wed,Weekday,22,Jun-22,15,3,Jun 15,166
2022-06-16 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,25,3,Thu,Weekday,22,Jun-22,16,4,Jun 16,167
2022-06-17 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,25,3,Fri,Weekday,22,Jun-22,17,5,Jun 17,168
2022-06-18 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,25,3,Sat,Weekend,22,Jun-22,18,6,Jun 18,169
2022-06-19 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,25,3,Sun,Weekend,22,Jun-22,19,7,Jun 19,170
2022-06-20 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,26,4,Mon,Weekday,22,Jun-22,20,1,Jun 20,171
2022-06-21 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,26,4,Tue,Weekday,22,Jun-22,21,2,Jun 21,172
2022-06-22 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,26,4,Wed,Weekday,22,Jun-22,22,3,Jun 22,173
2022-06-23 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,26,4,Thu,Weekday,22,Jun-22,23,4,Jun 23,174
2022-06-24 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,26,4,Fri,Weekday,22,Jun-22,24,5,Jun 24,175
2022-06-25 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,26,4,Sat,Weekend,22,Jun-22,25,6,Jun 25,176
2022-06-26 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,26,4,Sun,Weekend,22,Jun-22,26,7,Jun 26,177
2022-06-27 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,27,5,Mon,Weekday,22,Jun-22,27,1,Jun 27,178
2022-06-28 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,27,5,Tue,Weekday,22,Jun-22,28,2,Jun 28,179
2022-06-29 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,27,5,Wed,Weekday,22,Jun-22,29,3,Jun 29,180
2022-06-30 00:00:00.000,2022-06-01 00:00:00.000,2022,Q2,2022-Q2,6,Jun,27,5,Thu,Weekday,22,Jun-22,30,4,Jun 30,181
